

  1.  The fields of (i) grading and evaluation of diamonds for diamond export or import trade; (ii) cookery; and (iii) information technology including computer architecture systems platforms and associated technology, software development process and tools have been specified:



  2.  Substituted by the Taxation Laws (Amendment) Act,   1970, w. r. e. f 1- 4-   1962.



  4.  Inserted by the Finance (No. 2) Act,   1977, w. r. e. f. 1- 4-   1972.



  5.  Substituted for sub- clauses (ii) to (v) by the Finance Act,   1988, w. e. f. 1- 4-   1989. Prior to the substitution, sub- clauses (ii) to (v) read as under:"" (ii) the remuneration received by him as ambassador, high commissioner, envoy, minister, charged affaires, commissioner, counsellor or the secretary, adviser or attache of an embassy, high commission, legation or commission of a foreign State, for service in such capacity; (iii) the remuneration received by him as a consul de carrier, whether called a consul general, consul, vice- consul, consular agent, pro- consul or by any other name, of a foreign State for service in such capacity; (iv) the remuneration received by him as a trade commissioner or other official representative in India of the Government of a foreign State (not holding office as such in an honorary capacity), if the remuneration of the corresponding officials, if any, of the Government resident for similar purposes in the country concerned enjoys a similar exemption in that country; (v) the remuneration received by him as a member of the staff of any of the officials referred to in clause (ii), clause (iii) or clause (iv), if the member- (a) is a subject of the country represented-, (b) is not engaged in any business or profession or employment in India otherwise than as a member of such staff; and further, where the individual is a member of the staff of any official referred to in clause (iv) if the country represented has made corresponding provisions for similar exemptions in the case of members of the staff of the corresponding officials of the Government;"".



  called, of an embassy, high commission, legation, commission, consulate or the trade representation of a foreign State, or as a member of the staff of any of these officials, for service in such capacity: Provided that the remuneration received by him as trade commissioner or other official representative in India of the Government of a foreign State (not holding office as such in an honorary capacity), or as a member of the staff of any of those officials, shall be exempt only if the remuneration of the corresponding officials or, as the case may be, members of the staff, if any, of the Government resident for similar purposes in the country concerned enjoys a similar exemption in that country: Provided further that such members of the staff are subjects of the country represented and are not engaged in any business or profession or employment in India otherwise than as members of such staff;]  (vi)  the remuneration received by him as an employee of a foreign enterprise for services rendered by him during his stay in India, provided the following conditions are fulfilled- (a)  the foreign enterprise is not engaged in any trade or business in India;  (b)  his stay in India does not exceed in the aggregate a period of ninety days in such previous year; and  (c)  such remuneration is not liable to be deducted from the income of the employer chargeable under this Act;   (via)  1  the remuneration received by him as an employee of, or a consultant to, an institution or association or a body established or formed outside India solely for philanthropic purposes, for services rendered by him in India in connection with such purposes, provided that such institution or association or body and the purposes for which his services are rendered in India are approved by the Central Government;]  (Vii)  2  Omitted by the Finance Act,  1993 , w. e. f 1- 4-  1993  .]


  1.  Inserted by the Taxation Laws (Amendment) Act,   1975, w. e. f. 1- 10-   1975.



  2.  Prior to the omission, sub- clause (vii), as originally enacted and amended by the Finance Act,   1964, w. e. f. 1- 4-   1964; Finance Act,   1965, w. e. f. 1- 4-   1965 and the Taxation Laws (Amendment) Act,   1970, w. e. f. 1- 4-   1971, read as under:"" (vii) the remuneration due to or received by him chargeable under the head' Salaries' for services rendered as a technician in the employment (commencing from a date before the 1st day of April,   1971 ) of the Government or of a local authority or of any corporation set up under any special law or in any business carried on in India, if he was not resident in any of the four financial years immediately preceding the financial year in which he arrived in India to the extent mentioned below- (a) where his contract of service is approved by the Central Government before the commencement of his service or within one year of such commencement- (i) in the case of a technician who has special knowledge and experience in industrial or business management techniques, such remuneration due to or received by him during the period of six--



   (viia)  1 ' where such individual renders services as a technician in the employment  3  ] of the Government or of a local authority or of any corporation set up under any special law or of any such institution or body established in India for carrying on scientific research as is approved for the purposes of this sub- clause by the prescribed authority or in any business carried on in India and  4  the individual was not resident in India in any of the four financial years immediately preceding the financial year in which he arrived in India,] the remuneration for such services due to or received by him, which is chargeable under the head"" Salaries"", to the extent mentioned below, namely:-


  999999.  -- months commencing from the date of his arrival in India; (ii) in the case of any other technician, such remuneration due to or received by him during the thirty- six months commencing from the date of his arrival in India, and where any such person continues with the approval of the Central Government obtained before the 1st day of October of the relevant assessment year to remain in employment in India after the expiry of the thirty- six months aforesaid and the tax on his income chargeable under the head' Salaries' is paid by the employer to the Central Government which tax in the case of an employer being a company may be paid notwithstanding anything contained in section 200 of the Companies Act,   1956 (1 of   1956 ), the tax so paid by the employer for a period not exceeding sixty months following the expiry of the thirty- six months aforesaid; (b) in any other case, not being the case of a technician who has special knowledge and experience in industrial or business management techniques, such remuneration due to or received by him for the period of three hundred and sixty- five days in all commencing from the date of his arrival in India. Explanation.- For the purposes of this sub- clause,' Technician' means a person having specialised knowledge and experience in- (i) constructional or manufacturing operations, or in mining or in the generation or distribution of electricity or any other form of power, or (ii) industrial or business management techniques, who is employed in India in a capacity in which such specialised knowledge and experience are actually utilised;"".



  1.  Inserted by the Taxation Laws (Amendment) Act,   1970, w. e. f. 1- 4-



  3 The words' (commencing from a date after the 31st day of March,  1971  )"" omitted by the Finance Act,  1988 , w. e. f. 1- 4-  1988 . 4 Substituted for"" the following conditions are fulfilled, namely, that- (1)  the individual was not resident in India in any of the four financial years immediately preceding the financial year in which he arrived in India, and  (2)  the contract of his service in India is approved by the Central Government, the application for such approval having been made to that Government before the commencement of such service or within six months of such commencement,"" by the Finance Act,  1992 , w. e. f. 1- 6-  1992 .


   (1)  1  where such services commence from a date after the 31st day of March,  1971  but before the 1st day of April,  1988  ,- (A)  such remuneration due to or received by him] during the period of twenty- four months commencing from the date of his arrival in India, in so far as such remuneration does not exceed an amount calculated at the rate of four thousand rupees per month, and where the tax on the excess, if any, of such remuneration for the period aforesaid over the amount so calculated is paid to the Central Government, by the employer[ which tax, in the case of an employer, being a company, may be paid notwithstanding anything contained in section 200 of the Companies Act,  1956  2 (1 of  1956  )], also the tax so paid by the employer; and  (B)  where he continues, with the approval of the Central Government obtained before the 1st day of October of the relevant assessment year, to remain in employment in India after the expiry of the period of twenty- four months aforesaid and the tax on his income chargeable under the head"" Salaries"" is paid to the Central Government by the employer[ which tax, in the case of an employer, being a company, may be paid notwithstanding anything contained in section 200 of the Companies Act,  1956  3 (1 of  1956  )], the tax so paid by the employer for a period not exceeding twenty- four months next following the expiry of the first mentioned twenty- four months;   (11)  4  where such services commence from a date after the 31st day of March,  1988   5  but before the 1st day of April,  1993  ], and tax on his income chargeable under the head"" Salaries"" is paid to the Central Government by the employer[ which tax, in the case of an employer, being a company, may be paid notwithstanding anything contained in section 200 of the Companies Act, 19566 (1 of  1956  )], the tax so paid by the employer for a period not exceeding forty- eight months commencing from the date of his arrival in India:  7  Omitted by the Finance Act,  1992 , w. e. f 1- 6-  1992  .]]


  1.  Substituted for' (A) such remuneration due to or received by him' by the Finance Act,   1988, w. e. f. 1- 4-   1988.



  3.  Ibid.



  4.  Substituted for' Provided that' by the Finance Act,   1988, w. e. f 1- 4-   1988.



  5.  Inserted by the Finance Act,   1993, w. e. f. 1- 4-   1993.



  7.  Prior to the omission, the proviso, as inserted by the Finance Act,   1988, w. e. f. 1- 4-   1988, read as under: ["" Provided that nothing in this item shall relate to a period exceeding twenty- four months commencing from the date of his arrival in India if the approval of the Central Government for his employment in India for such period is not obtained before the 1st day of October of the relevant assessment year:""



   1  Provided[] that the Central Government may, if it considers it necessary or expedient in the public interest so to do, waive the  3  condition relating to non- residence in India as specified in] this sub- clause in the case of any individual who is employed in India for designing, erection or commissioning of machinery or plant or supervising activities connected with such designing, erection or commissioning.] Explanation.- For the purposes of this sub- clause,"" technician"" means a person having specialised knowledge and experience in-   (i)  constructional or manufacturing operations, or in mining or in the generation of electricity or any other form of power, or  (ii)  agriculture, animal husbandry, dairy farming, deep sea fishing or ship building,  4  or]  (iii)  5  such other field 6 as the Central Government may, having regard to the availability of Indians having specialised knowledge and experience therein, the needs of the country and other relevant circumstances, by notification in the Official Gazette, specify,] who is employed in India in a capacity in which such specialised knowledge and experience are actually utilised;]  (viii)  any income chargeable under the head"" Salaries"" received by or due to any such individual being a non- resident as remuneration for services rendered in connection with his employment on a foreign ship where his total stay in India does not exceed in the aggregate a period of ninety days in the previous year;  (ix)  7 "" any income chargeable under the head"" Salaries"" received by or due to him during the thirty- six months commencing from the date of his arrival in India for service rendered as a professor or other teacher in a University or other educational institution, and where any such individual continues to remain in employment in India after the expiry of the thirty- six months aforesaid and the tax on his income chargeable under the head"" Salaries"" is paid by the University or other educational institution concerned to the


  1.  Inserted by the Direct Taxes (Amendment) Act,   1974, w. r. e. f. 1- 4-   1973.



  2.  The word' further' omitted by the Finance Act,   1992, w. e. f. 1- 6-   1992. Earlier, it was Inserted by the Finance Act,   1988, w. e. f. 1- 4-   1988.



  3.  Substituted for' condition specified in item (1) of by the Finance Act,   1992, w. e. f. 1- 6-   1992.



  4.  Inserted by the Finance Act,   1979, w. e. f. 1- 6-   1979.



  5.  Ibid.



  6.  The fields of' grading and evaluation of diamonds for diamond export or import trade';' cookery'' information technology including computer architecture systems platforms and associated technology, software development process and tools' have been notified:



  7.  Inserted by the Finance Act,   1964, w. e. f. 1- 4-   1964.



  Central Government, the tax so paid for a period not exceeding twenty- four months following the expiry of the thirty- six months aforesaid, provided in either case the following conditions are fulfilled, namely:-  (i)  such individual was not resident in any of the four financial years immediately preceding the financial year in which he arrived in India; and  (ii)  his contract of service is approved by the Central Government- (a)  on or before the 1st day of October,  1964 , in the case of a professor or other teacher whose service commenced before the 1st day of April,  1964 ;  (b)  before the commencement of his service or within one year of such commencement, in any other case;]   (x)  1 ' any sum due to or received by him, during the twenty- four months commencing from the date of his arrival in India, for undertaking any research work in India, provided the following conditions are fulfilled, namely:- (a)  the research work is undertaken in connection with a research scheme approved in this behalf by the Central Government on or before the 1st day of October of the relevant assessment year; and  (b)  such sum is payable or paid directly or indirectly by the Government of a foreign State or any institution or association or other body established outside India;]  (xi)  3  the remuneration received by him as an employee of the Government of a foreign State during his stay in India in connection with his training in any establishment or office of, or in any undertaking owned by,-   (i)  the Government; or  (ii)  any company in which the entire paid- up share capital is held by the Central Government, or any State Government or Governments, or partly by the Central Government and partly by one or more State Governments; or  (iii)  any company which is a subsidiary of a company refer- red to in item (ii); or  (iv)  any corporation established by or under a Central, State or Provincial Act; or  (v)  any society registered under the Societies Registration Act,  1860  (14 of  1860  ), or under any other corresponding law for the time being in force and wholly financed by the Central Government, or any State Government or State Governments, or partly by the Central Government and partly by one or more State Governments;]


  1.  Inserted by the Finance Act,   1964, w. e. f. 1- 4-   1964.



  3.  Inserted by the Finance Act,   1976, w. e. f. 1- 4-   1976.



    (6A)  1  where in the case of a foreign company deriving income by way of royalty or fees for technical services received from Government or an Indian concern in pursuance of an agreement made by the foreign company with Government or the Indian concern after the 31st day of March,  1976   3  and,-


  1.  Inserted by the Finance Act,   1983,



  3.  Substituted for the following by the Finance Act,   1992, w. e. f. 1- 6-   1992:"" and approved by the Central Government, the tax on such income is payable, under the terms of such agreement, by Government or the Indian concern to the Central Government, the tax so paid;""



  (a)  where the agreement relates to a matter included in the industrial policy, for the time being in force,. of the Government of India, such agreement is in accordance with that policy; and  (b)  in any other case, the agreement is approved by the Central Government, the tax on such income is payable, under the terms of the agreement, by Government or the Indian concern to the Central Government, the tax so paid. Explanation.- For the purposes of this clause  1  and clause (6B)],-  (a) "" fees for technical services"" shall have the same meaning as in Explanation 2 to clause (vii) of sub- section (1) of section 9;  (b) "" foreign company"" shall have the same meaning as in section 80B;  (c) "" royalty"" shall have the same meaning as in Explanation 2 to clause (vi) of sub- section (1) of section 9;]   (6B)  2  where in the case of a non- resident (not being a company) or of a foreign company deriving income (not being salary, royalty or fees for technical services) from Government or an Indian concern in pursuance of an agreement entered into by the Central Government with the Government of a foreign State or an international Organisation, the tax on such income is payable by Government or the Indian concern to the Central Government under the terms of that agreement or any other related agreement approved by the Central Government, the tax so paid;]  (6C)  any income arising to such foreign company, as the Central Government may, by notification in the Official Gazette, specify in this behalf, by way of fees for technical services received in pursuance of an agreement entered into with that Government for providing services in or outside India in projects connected with security of India;]  (7)  any allowances or perquisites paid or allowed as such outside India by the Government to a citizen of India for rendering service outside India;  (8)  in the case of an individual who is assigned to, duties in India in connection with any co- operative technical assistance programmes and projects in accordance with an agreement entered into by the Central Government and the Government of a foreign State (the terms whereof provide for the exemption given by this clause)- (a)  the remuneration received by him directly or indirectly from the Government of that foreign State for such duties, and  (b)  any other income of such individual which accrues or arises outside India, and is not deemed to accrue or arise in India, in respect of which such individual is required to pay any income or social security tax to the Government of that foreign State;


  1.  Inserted by the Finance Act,   1988, w. e. f. 1- 4-   1988.



  2.  Ibid.



  3.  Inserted by the Direct Tax Laws (Amendment) Act,   1989, w. e. f. 1- 4-   1989.



    (8A)  1  in the case of a consultant- (a)  any remuneration or fee received by him or it, directly or indirectly, out of the funds made available to an international Organisation[ hereafter referred to in this clause and clause (8B) as the agency] under a technical assistance grant agreement between the agency and the Government of a foreign State; and  (b)  any other income which accrues or arises to him or it outside India, and is not deemed to accrue or arise in India, in respect of which such consultant is required to pay any income or social security tax to the Government of the country of his or its origin. Explanation.- In this clause,"" consultant"" means- (i)  any individual, who is either not a citizen of India or, being a citizen of India, is not ordinarily resident in India, or  (ii)  any other person, being a non- resident, engaged by the agency for rendering technical services in India in connection with any technical assistance programme or project, provided the following conditions are fulfilled, namely:- (1) the technical assistance is in accordance with an agreement entered into by the Central Government and the agency; and (2) the agreement relating to the engagement of the consultant is approved by the prescribed authority 2 for the purposes of this clause;    (8B)  in the case of an individual who is assigned to duties in India in connection with any technical assistance programme and project in accordance with an agreement entered into by the Central Government and the agency- (a)  the remuneration received by him, directly or indirectly, for such duties from any consultant referred to in clause (8A); and  (b)  any other income of such individual which accrues or arises outside India, and is not deemed to accrue or arise in India, in respect of which such individual is required to pay any income or social security tax to the country of his origin, provided the following conditions are fulfilled namely:- (i)  the individual is an employee of the consultant referred to in clause (8A) and is either not a citizen of India or, being a citizen of India, is not ordinarily resident in India; and  (ii)  the contract of service of such individual is approved by the prescribed authority' before the commencement of his service;]    (9)  the income of any member of the family of any such individual as is referred to in clause (8)  4  or clause (8A) or, as the case may be, clause (8B)] accompanying him to India, which accrues or arises outside India, and is not deemed to accrue or, arise in India, in respect of which such


  1.  Inserted by the Finance (No. 2) Act,   1991, w. e. f 1- 4-   1991



  2.  Additional Secretary, Department of Economic Affairs, Ministry of Finance, Government of India, in concurrence with Member (Income- tax) of the Board:



  3.  Ibid.



  4.  Inserted by the Finance (No. 2) Act,   1991, w. e. f 1- 4-   1991



  member is required to pay any income or social security tax to the Government of that foreign State  1  or, as the case may be, country of origin of such member];  (10)  (i) any death- cum- retirement gratuity received under the revised Pension Rules of the Central Government or, as the case may be, the Central Civil Services (Pension) Rules,  1972 , or under any similar scheme applicable to the members of the civil services of the Union or holders of posts connected with defence or of civil posts under the Union (such members or holders being persons not governed by the said Rules) or to the members of the all India services or to the members of the civil services of a State or holders of civil posts under a State or to the employees of a local authority or any payment of retiring gratuity received under the Pension Code or Regulations applicable to the members of the defence services; (ii)  any gratuity received under the Payment of Gratuity Act,  1972  (39 of  1972  ), to the extent it does not exceed an amount calculated in accordance with the provisions of sub- sections (2) and (3) of section 43 of that Act;  (iii)  any other gratuity received by an employee on his retirement or on his becoming incapacitated prior to such retirement or on termination of his employment, or any gratuity received by his widow, children or dependents on his death, to the extent it does not, in either case, exceed one- half month' s salary for each year of completed service,  5  calculated on the basis of the average salary for the ten months immediately preceding the month in which any such event occurs, subject to such limit as the Central Government may, by notification in the Official Gazette, specify in this behalf having regard to the limit applicable in this behalf to the employees of that Government]: Provided that where any gratuities referred to in this clause are received by an employee from more than one employer in the same previous year, the aggregate amount exempt from income- tax under this clause  6  shall not exceed the limit so specified]:


  1.  Inserted by the Finance (No. 2) Act,   1991, w. e. f 1- 4-   1991



  2.  Substituted by the Finance Act,   1974, w. e. f. 1- 4-   1975. Earlier, it was amended by the Finance Act,   1972, w. e. f. 1- 4-   1973 and the Finance Act,   1974 itself w. r. e. f. 1- 6-   1972 1- 4-   1962.



  5.  Substituted for' calculated on the basis of the average salary for the three years immediately preceding the year in which the gratuity is paid, subject to a maximum of thirty- six thousand rupees or twenty months' salary so calculated, whichever is less' by the Direct Tax Laws (Amendment) Act,   1987, w. e. f. 1- 4-   1989. The italicised words were substituted for' thirty thousand' by the Finance Act,   1983, w. r. e. f. 1- 4-   1982.



  6.  Substituted for' shall not exceed thirty- six thousand rupees"" by the Direct Tax Laws (Amendment) Act,   1987, w. e. f. 1- 4-   1989. The italicised words were substituted for"" thirty thousand' by the Finance Act,   1983, w. r. e. f. 1- 4-   1982.



  Provided further that where any such gratuity or gratuities was or were received in any one or more earlier previous years also and the whole or any part of the amount of such gratuity or gratuities was not included in the total income of the assessee of such previous year or years, the amount exempt from income- tax under this clause  1  shall not exceed the limit so specified] as reduced by the amount or, as the case may be, the aggregate amount not included in the total income of any such previous year or years:  2  ] Explanation.-  3  In this clause and in clause (IOAA)],"" salary"" shall have the meaning assigned to it in clause (h) of rule 2 of Part A of the Fourth Schedule;]


  1.  Substituted for' shall not exceed thirty- six thousand rupees' by the Direct Tax Laws (Amendment) Act,   1987, w. e. f. 1- 4-   1989. The italicised words were substituted for' thirty thousand"" by the Finance Act,   1983, w. r. e. f. 1- 4-   1982.



  2.  Omitted by the Direct Tax Laws (Amendment) Act,   1987, w. e. f. 1- 4-   1989. Prior to the omission, the third and fourth provisos, as amended by the Finance Act,   1983, w. r. e. f. read as under:"" Provided also that the Central Government may, having regard to the maximum amount which may for the time being be exempt under sub- clause (i) increase, by notification in the Official Gazette, the limit of thirty- six thousand rupees, for all the three purposes for which it has been mentioned in the foregoing provisions of this clause, up to such maximum amount: Provided also that in relation to cases in which the event (that is to say retirement of the employee or his becoming incapacitated or termination of his employment or his death, as the case may be) on which gratuity is received had taken place before the 31st day of January,   1982, the proviso immediately preceding this proviso shall not apply and the remaining provisions of this clause shall have effect as if for the words"" thirty six thousand rupees"", at the three places where they occur, the words"" thirty thousand rupees"" had been substituted.""



  3.  Substituted for"" In this clause' by the Direct Tax Laws (Amendment) Act,   1987, w. e. f. 1- 4-   1989.



  3 All the three limits specified in the section will operate as cumulative conditions and the exempt portion of the gratuity will be restricted to any of these three limits whichever is the least. Retirement gratuity will be exempt to the extent mentioned in the latter half of the section and the remaining amount will be entitled to relief under section 89 1. In the case of gratuity funds approved for the purposes of Income- tax Act a provision authorising the payment of gratuity to an employee while he continues to remain in service should not be allowed. The latter half of the section should be regarded as covering the case of only a gratuity payment on the employee' s retirement or on his becoming incapacitated or on termination of his employment or on his death. The rules of a fund approved for the purposes of Income tax Act should not permit the payment of gratuity in the form of annuities payable over a specified number of years. In order to claim the exemption under the section it is necessary that the amount of gratuity should be calculated exactly on the basis laid down in the section.[ Letter No. 1 (1 79) 162, dated 13th December,  1962  ] 4 The expression' termination of employment used in the section as amended by Finance Act,  1972  covers the case of an employee whose services come to an end due to his resignation. 5 Limit of exemption of death- cum- retirement gratuity under section 10 (10) (iii) has been raised to Rs. 1 lakh in relation to employees who retire of become incapacitated or die on or after 1st April,  1988  or whose employment is terminated on or after that date.   (10A)  1  (i) any payment in commutation of pension received under the Civil Pensions (Commutation) Rules of the Central Government or under any similar scheme applicable  2  to the members of the civil services of the Union or holders of posts connected with defence or of civil posts under the Union (such members or holders being persons not governed by the said Rules) or to the members of the all- India- services or to the members of the defence services or to the members of the civil services of a State or holders of civil posts under a State or to the employees of a local authority] or a corporation established by a Central, State or Provincial Act; (ii)  any payment in commutation of pension received under any scheme of any other employer, to the extent it does not exceed- (a)  in a case where the employee receives any gratuity, the commuted value of one- third of the pension which he is normally entitled to receive, and  (b)  in any other case, the commuted value of one- half of such pension, such commuted value being determined having regard to the age of the recipient, the state of his health, the rate of interest and officially recognised tables of mortality;


  2.  Substituted for' to the members of the Defence Services or to the employees of a State Government, a local authority' by the Finance Act,   1974, w. r. e. f. 1- 4-   1962.



   1  ]    (10AA)  2  (i) any payment received by an employee of the Central Government or a State Government as the cash equivalent of the leave salary in respect of the period of earned leave at his credit at the time of his retirement  3  whether] on superannuation or otherwise; (ii)  any payment of the nature refer- red to in sub- clause (i) received by. an employee, other than an employee of the Central Government or a State Government, in respect of so much of the period of earned leave at his credit at the time of his retirement 4 [ whether] on superannuation or otherwise as does not exceed  5  eight] months, calculated on the basis of the average salary drawn by the employee during the period of ten months immediately preceding his retirement  6  whether] on superannuation or otherwise,  7  subject to such limit"" as the Central Government may, by notification in the Official Gazette, specify in this behalf having regard to the limit applicable in this behalf to the employees of that Government]: Provided that where any such payments are received by an employee from more than one employer in the same previous year, the aggregate amount exempt from income- tax under this sub- clause  9  shall not exceed the limit so specified]:


  1.  Omitted by the Direct Tax Laws (Amendment) Act,   1987, w. e. f. 1- 4-   1989. Prior to the omission, the proviso read as under:"" Provided that the maximum limit of payment specified in sub- clause (ii) (a) or subclause (ii) (b) shall not apply in respect of any such payment made before the 19th day of August,   1965 ;""



  2.  Inserted by the Finance Act,   1982, w. r. e. f. 1- 4-   1978.



  3.  Inserted by the Taxation Laws (Amendment) Act,   1984, w. r. e. f. 1- 4-   1978.



  4.  Inserted by the Taxation Laws (Amendment) Act,   1984, w. r. e. f. 1- 4-   1978.



  5.  Substituted for' six' by the Direct Tax Laws (Amendment) Act,   1987, w. r. e. f. 1- 7-   1986.



  6.  Inserted by the Taxation Laws (Amendment) Act,   1984, w. r. e. f. 1- 4-   1978.



  7.  Substituted for' or thirty thousand rupees, whichever is less' by the Direct Tax Laws (Amendment) Act,   1987, w. r. e. f. 1- 7-   1986.



  9.  Substituted for shall not exceed thirty thousand rupees' by the Direct Tax Laws (Amendment) Act,   1987, w. r. e. f. 1- 7-   1986.



  Provided further that where any such payment or payments was or were received in any one or more earlier previous years also and the whole or any part of the amount of such payment or payments was or were not included in the total income of the assessee of such previous year or years, the amount exempt from income- tax under this sub- clause  1  shall not exceed the limit so specified as reduced by the amount or, as the case may be, the aggregate amount not included in the total income of any such previous year or years: Explanation.- For the purposes of sub- clause (ii),-  3  ] the entitlement to earned leave of an employee shall not exceed thirty days for every year of actual service rendered by him as an employee of the employer from whose service he has retired;   (10B)  5  any compensation received by a workman under the Industrial Disputes Act,  1947  (14 of  1947  ), or under any other Act or Rules, orders or notifications issued thereunder or under any standing orders or under any award, contract of service or otherwise,  6  at the time of his retrenchment: Provided that the amount exempt under this clause shall not exceed- (i)  an amount calculated in accordance with the provisions of clause (b) of section 25F of the Industrial Disputes Act, 19477 (14 of  1947  ); or


  1.  Substituted for' shall not exceed thirty thousand rupees' by the Direct Tax Laws (Amendment) Act,   1987, w. r. e. f. 1- 7-   1986.



  2.  Omitted, ibid. Prior to the omission, the third and fourth provisos, as amended by the Taxation Laws (Amendment) Act,   1984, w. r. e. f. 1- 4-   1978, read as under:"" Provided also that the Central Government may, having regard to the maximum amount which may for the time being be exempt under sub- clause (i), increase, by notification in the Official Gazette, the limit of thirty thousand rupees, for all the three purposes for which it has been mentioned in the foregoing provisions of this sub- clause, up to such maximum amount: Provided also that in relation to an employee retiring whether on superannuation or otherwise before the 1st day of January,   1982, the proviso immediately preceding this proviso shall not apply and the remaining provisions of this sub- clause shall have effect as if for the words"" thirty thousand rupees"", at the three places where they occur, the words"" twenty- five thousand five hundred rupees"" had been substituted.'



  3. "" (i)"" omitted by the Direct Tax Laws (Amendment) Act,   1987, w. r. e. f. 1- 7-   1986.



  4.  Omitted, ibid. Prior to the omission, clause (ii) read as under:"" (ii)' salary' shall have the meaning assigned to it in clause (h) of rule 2 of Part A of the Fourth Schedule;""



  5.  Inserted by the Finance Act,   1975, w. e. f. 1- 4-   1976.



  6.  Substituted for the following by the Finance Act,   1985, w. e. f. 1- 4-   1986:"" at the time of his retrenchment, to the extent such compensation does not exceed- (i) an amount calculated in accordance with the provisions of clause (b) of section 25F of the Industrial Disputes Act,   1947 (14 of   1947 ); or (ii) twenty thousand rupees, whichever is less.""



   (ii)  1  such amount, not being less than fifty thousand rupees, as the Central Government may, by notification in the Official Gazette, specify in this behalf,] whichever is less: Provided further that the preceding proviso shall not apply in respect of any compensation received by a workman in accordance with any scheme which the Central Government may, having regard to the need for extending special protection to the workmen in the undertaking to which such scheme applies and other relevant circumstances, approve in this behalf. Explanation.- For the purposes of this clause- (a)  compensation received by a workman at the time of the closing down of the undertaking in which he is employed shall be deemed to be compensation received at the time of his retrenchment;  (b)  compensation received by a workman, at the time of the transfer (whether by agreement or by operation of law) of the ownership or management of the undertaking in which he is employed from the employer in relation to that undertaking to a new employer, shall be deemed to be compensation received at the time of his retrenchment if-   (i)  the service of the workman has been interrupted by such transfer; or  (ii)  the terms and conditions of service applicable to the workman after such transfer are in any way less favourable to the workman than those applicable to him immediately before the transfer; or  (iii)  the new employer, is, under the terms of such transfer or otherwise, legally not liable to pay to the workman, in the event of his retrenchment, compensation on the basis that his service has been continuous and has not been interrupted by the transfer; (c)  the expressions"" employer"" and"" workman"" shall have the same meanings as in the Industrial Disputes Act,  1947  2 (14 of  1947  );]    (10BB)  3  any payments made under the Bhopal Gas Leak Disaster (Processing of Claims) Act,  1985  (21 of  1985  ) and any scheme framed thereunder except payment made to any assessee in connection with the Bhopal gas leak disaster to the extent such assessee has been allowed a deduction under this Act on account of any loss or damage caused to him by such disaster;]


  1.  Substituted by the Direct Tax Laws (Amendment) Act,   1987, w. e. f. 1- 4-   1989. Prior to the substitution, clause (ii) read as under."" (ii) fifty thousand rupees,""



  3.  Inserted by the Finance Act,   1992, w. e. f. 14-   1992.



   (10C)  1  any amount received by an employee of- (i)  a public sector company; or  (ii)  any other company; or  (iii)  an authority established under a Central, State or Provincial Act; or  (iv)  a local authority;  2  or]  (v)  3  a co- operative society,- or  (vi)  a University established or incorporated by or under a Central, State or Provincial Act and an institution declared to be a University under section 3 of the University Grants Commission Act,  1956  4 (3 of  1956  ); or  (vii)  an Indian Institute of Technology within the meaning of clause (g) of section 3 of the Institutes of Technology Act,  1961  5 (59 of  1961  ); or  (viii)  such institute of management as the Central Government may, by notification in the Official Gazette, specify 6 in this behalf,] at the time of his voluntary retirement in accordance with any scheme or schemes of voluntary retirement, to the extent such amount does not exceed five lakh rupees: Provided that the schemes of the said companies or authorities 7 [ or societies or Universities or the Institutes referred to in sub- clauses (vii) and (viii)], as the case may be, governing the payment of such amount are framed in accordance with such guidelines (including inter alia criteria of


  1.  Substituted by the Finance Act,   1993, w. e. f. 1- 4-   1993. Prior to the substitution, clause (10C), as inserted by the Finance Act,   1987, w. e. f. 1- 4-   1987, read as under:"" (10C) any payment received by an employee of a public sector company at the time of his voluntary retirement in accordance with any scheme which the Central Government may, having regard to the economic viability of such company and other relevant circumstances, approve in this behalf;"" The following clause (10C) was substituted by the Finance Act,   1992, w. e. f. 1- 4-   1993 but it has been substituted again, as above, without coming into operation:"" (10C) any amount received by an employee of a public sector company or of any other company at the time of his voluntary retirement in accordance with any scheme or schemes of voluntary retirement: Provided that the schemes of the said companies governing the payment of such amount are framed in accordance with such guidelines as may be prescribed for the public sector companies or for other companies and such guidelines may, inter alia, include criteria of economic viability and such schemes in relation to companies (other than public sector companies) are approved by the Chief Commissioner or, as the case may be, Director- General in this behalf;""



  2.  Inserted by the Finance Act,   1994, w. e. f. 1- 4-   1995.



  3.  Ibid.



  6.  The Indian Institutes of Management at Ahmedabad, Bangalore, Calcutta and Lucknow have been notified.



  7.  Inserted by the Finance Act,   1994, w. e. f. 1- 4-   1995.



